# Simulation 4 (Up to date)
# 528 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.962,314.869,-3.893,-2.083,3.915,2.339,32.13,1.743e-4,32.13,3.108e-4,1.598,1.064,45,4.092e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.011,1.099e5,0,0.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,12.951,976.282,339.147,0.088,0.427
8.077,314.414,-4.044,-1.317,4.06,1.683,31.94,1.746e-4,31.94,3.133e-4,1.718,1.047,45,4.067e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.139e5,0,0.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.078,12.953,976.321,339.149,0.115,0.427
8.243,313.734,-4.157,-0.681,4.162,1.032,31.644,1.75e-4,31.644,3.168e-4,1.847,0.775,45,4.03e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.168e5,0,0.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.062,12.956,976.375,339.15,0.166,0.428
8.457,312.839,-4.199,-0.197,4.199,0.261,31.244,1.753e-4,31.244,3.214e-4,1.884,0.171,45,3.979e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,12.961,976.454,339.153,0.214,0.428
8.657,312.001,-4.191,0.037,4.196,0.877,30.886,1.754e-4,30.886,3.254e-4,1.709,0.877,45,3.933e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.51,12.967,976.559,339.157,0.2,0.428
9.037,310.406,-4.202,-0.029,4.202,0.357,30.262,1.755e-4,30.262,3.322e-4,1.573,0.356,45,3.854e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.556,12.972,976.657,339.16,0.38,0.428
9.459,308.634,-4.189,0.032,4.189,0.543,29.549,1.755e-4,29.549,3.403e-4,1.802,0.542,45,3.763e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.805,12.982,976.845,339.166,0.422,0.428
9.959,306.543,-4.177,0.024,4.178,1.165,28.503,1.755e-4,28.503,3.528e-4,2.385,1.165,45,3.63e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.299,12.994,977.052,339.173,0.5,0.428
10.159,305.709,-4.178,-0.007,4.189,1.34,28.053,1.755e-4,28.053,3.584e-4,2.117,1.34,45,3.573e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.813,13.007,977.298,339.181,0.2,0.428
10.472,304.396,-4.199,-0.065,4.199,0.709,27.424,1.755e-4,27.424,3.666e-4,1.896,0.706,45,3.492e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.814,13.013,977.395,339.185,0.313,0.428
10.911,302.555,-4.196,0.006,4.196,0.007,26.592,1.755e-4,26.592,3.781e-4,1.898,0.005,45,3.386e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.898,13.021,977.549,339.19,0.439,0.428
11.411,300.457,-4.195,0.002,4.195,0.359,25.598,1.755e-4,25.598,3.928e-4,2.078,0.359,45,3.26e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052,13.033,977.765,339.197,0.5,0.429
11.911,298.358,-4.198,-0.007,4.198,0.141,24.542,1.755e-4,24.542,4.097e-4,2.148,0.14,45,3.125e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,13.047,978.011,339.205,0.5,0.429
12.411,296.265,-4.177,0.043,4.177,0.808,23.569,1.755e-4,23.569,4.266e-4,1.744,0.807,45,3.001e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.804,13.061,978.258,339.214,0.5,0.429
12.911,294.165,-4.221,-0.087,4.221,0.164,22.714,1.755e-4,22.714,4.427e-4,1.675,0.138,45,2.893e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.685,13.074,978.503,339.222,0.5,0.429
13.411,292.07,-4.161,0.12,4.161,0.228,21.9,1.755e-4,21.9,4.591e-4,1.578,0.194,45,2.789e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.17e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.593,13.088,978.749,339.23,0.5,0.429
13.911,289.972,-4.233,-0.144,4.233,0.567,21.043,1.755e-4,21.043,4.778e-4,1.853,0.549,45,2.68e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815,13.102,978.995,339.238,0.5,0.429
14.411,287.878,-4.143,0.179,4.143,0.181,20.113,1.755e-4,20.113,4.999e-4,1.864,0.023,45,2.561e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.165e5,0,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.862,13.115,979.241,339.247,0.5,0.429
14.911,285.778,-4.256,-0.226,4.256,0.514,19.124,1.755e-4,19.124,5.258e-4,2.095,0.462,45,2.435e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.197e5,0,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.064,13.129,979.487,339.255,0.5,0.429
15.411,283.687,-4.109,0.295,4.109,0.32,18.061,1.755e-4,18.061,5.567e-4,2.157,0.124,45,2.3e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.156e5,0,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.147,13.142,979.733,339.263,0.5,0.429
15.911,281.583,-4.304,-0.391,4.304,0.403,16.97,1.755e-4,16.97,5.925e-4,2.206,0.098,45,2.161e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.211e5,0,0.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,13.156,979.978,339.271,0.5,0.429
16.411,279.498,-4.039,0.53,4.039,0.569,15.893,1.755e-4,15.893,6.327e-4,2.102,0.208,45,2.024e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.137e5,0,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,13.17,980.225,339.28,0.5,0.43
16.799,277.88,-4.303,-0.68,4.303,0.942,15.126,1.755e-4,15.126,6.647e-4,1.85,0.651,45,1.926e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.211e5,0,0.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.814,13.183,980.47,339.288,0.388,0.43
17.032,276.891,-4.178,0.538,4.179,0.723,14.682,1.755e-4,14.682,6.849e-4,1.962,0.483,45,1.87e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.176e5,0,0.626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.051,13.194,980.659,339.294,0.233,0.43
17.329,275.646,-4.197,-0.066,4.197,0.068,14.099,1.755e-4,14.099,7.132e-4,1.957,0.017,45,1.795e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,13.2,980.775,339.298,0.297,0.43
17.829,273.552,-4.175,0.044,4.175,0.591,13.194,1.755e-4,13.194,7.621e-4,1.662,0.59,45,1.68e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.706,13.208,980.921,339.303,0.5,0.43
18.224,271.901,-4.196,-0.052,4.196,0.676,12.486,1.755e-4,12.486,8.053e-4,1.928,0.674,45,1.59e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.951,13.222,981.167,339.311,0.395,0.43
18.724,269.806,-4.183,0.025,4.183,0.236,11.492,1.755e-4,11.492,8.749e-4,2.046,0.235,45,1.464e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,13.233,981.361,339.318,0.5,0.43
19.224,267.711,-4.199,-0.032,4.199,0.194,10.493,1.755e-4,10.493,9.582e-4,1.95,0.191,45,1.336e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.964,13.246,981.606,339.326,0.5,0.43
19.724,265.619,-4.168,0.062,4.169,0.611,9.594,1.755e-4,9.594,0.001,1.646,0.608,45,1.222e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.691,13.26,981.852,339.334,0.5,0.43
20.224,263.523,-4.216,-0.095,4.216,0.322,8.733,1.755e-4,8.733,0.001,1.8,0.308,45,1.112e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.778,13.273,982.097,339.343,0.5,0.431
20.724,261.431,-4.151,0.13,4.151,0.353,7.874,1.755e-4,7.874,0.001,1.636,0.328,45,1.003e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.17e5,0,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.661,13.287,982.343,339.351,0.5,0.431
21.224,259.336,-4.23,-0.159,4.231,0.606,6.983,1.755e-4,6.983,0.001,1.928,0.584,45,8.893e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.887,13.301,982.589,339.359,0.5,0.431
21.724,257.248,-4.121,0.218,4.122,0.67,5.94,1.755e-4,5.94,0.002,2.245,0.634,45,7.564e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.162e5,0,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.195,13.314,982.834,339.367,0.5,0.431
22.075,255.785,-4.221,-0.283,4.221,0.756,5.196,1.755e-4,5.196,0.002,1.999,0.701,45,6.617e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.941,13.328,983.079,339.376,0.351,0.431
22.575,253.696,-4.135,0.172,4.135,0.599,4.268,1.755e-4,4.268,0.002,1.712,0.573,45,5.435e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.166e5,0,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.756,13.337,983.251,339.381,0.5,0.431
22.899,252.347,-4.2,-0.2,4.201,0.947,3.665,1.755e-4,3.665,0.003,2.012,0.925,45,4.667e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.111,13.351,983.496,339.39,0.324,0.431
23.133,251.364,-4.183,0.068,4.184,0.435,3.205,1.755e-4,3.205,0.003,1.911,0.429,45,4.081e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.829,13.36,983.654,339.395,0.235,0.431
23.633,249.271,-4.187,-0.007,4.187,0.393,2.298,1.755e-4,2.298,0.004,1.715,0.393,45,2.927e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,13.366,983.769,339.399,0.5,0.431
24.133,247.18,-4.177,0.019,4.178,0.553,1.372,1.755e-4,1.372,0.007,1.991,0.553,45,1.747e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,13.38,984.015,339.407,0.5,0.432
24.633,245.088,-4.191,-0.028,4.191,0.487,0.315,1.755e-4,0.315,0.032,2.234,0.486,45,4.015e-6,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.199,13.393,984.26,339.415,0.5,0.432
25.133,242.997,-4.173,0.036,4.174,0.415,-0.75,1.755e-4,0.75,179.987,2.027,0.414,45,-9.553e-6,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.058,13.407,984.505,339.423,0.5,0.432
25.633,240.904,-4.197,-0.046,4.197,0.403,-1.814,1.755e-4,1.814,179.994,2.228,0.4,45,-2.31e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.199,13.421,984.751,339.432,0.5,0.432
26.133,238.814,-4.165,0.064,4.165,0.397,-2.879,1.755e-4,2.879,179.997,2.032,0.392,45,-3.666e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,13.434,984.996,339.44,0.5,0.432
26.633,236.722,-4.201,-0.072,4.201,0.615,-3.818,1.755e-4,3.818,179.997,1.726,0.611,45,-4.862e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77,13.448,985.241,339.448,0.5,0.432
27.133,234.632,-4.159,0.084,4.159,0.299,-4.717,1.755e-4,4.717,179.998,1.87,0.287,45,-6.007e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,13.461,985.486,339.456,0.5,0.432
27.633,232.54,-4.21,-0.103,4.21,0.494,-5.591,1.755e-4,5.591,179.998,1.628,0.484,45,-7.121e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.662,13.475,985.732,339.465,0.5,0.432
27.993,231.037,-4.15,0.167,4.151,0.896,-6.234,1.755e-4,6.234,179.998,1.945,0.881,45,-7.939e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,13.488,985.977,339.473,0.36,0.432
28.39,229.378,-4.21,-0.151,4.21,0.155,-7.008,1.755e-4,7.008,179.999,1.958,0.033,45,-8.925e-5,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.959,13.498,986.153,339.479,0.397,0.432
28.89,227.289,-4.144,0.132,4.144,0.176,-8.002,1.755e-4,8.002,179.999,2.016,0.117,45,-1.019e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.171e5,0,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.007,13.509,986.348,339.485,0.5,0.433
29.39,225.195,-4.232,-0.176,4.232,0.19,-9.019,1.755e-4,9.019,179.999,2.052,0.072,45,-1.149e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.196e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,13.523,986.593,339.494,0.5,0.433
29.89,223.112,-4.099,0.266,4.1,0.782,-10.137,1.755e-4,10.137,179.999,2.42,0.735,45,-1.291e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.159e5,0,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.361,13.536,986.838,339.502,0.5,0.433
30.379,221.059,-4.285,-0.38,4.285,0.384,-11.315,1.755e-4,11.315,179.999,2.393,0.055,45,-1.441e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.211e5,0,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.396,13.55,987.083,339.51,0.49,0.433
30.879,218.978,-4.036,0.499,4.036,0.533,-12.488,1.755e-4,12.488,179.999,2.299,0.188,45,-1.59e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.141e5,0,0.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.314,13.563,987.324,339.518,0.5,0.433
31.31,217.181,-4.321,-0.662,4.321,0.705,-13.455,1.755e-4,13.455,179.999,2.194,0.243,45,-1.713e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.222e5,0,0.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.191,13.577,987.567,339.526,0.43,0.433
31.63,215.831,-4.105,0.673,4.105,0.68,-14.153,1.755e-4,14.153,179.999,2.163,0.098,45,-1.802e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.161e5,0,0.634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.154,13.588,987.778,339.533,0.32,0.433
31.926,214.601,-4.204,-0.333,4.204,0.6,-14.771,1.755e-4,14.771,179.999,2.015,0.499,45,-1.881e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,13.597,987.937,339.539,0.296,0.434
32.426,212.515,-4.138,0.131,4.139,0.58,-15.708,1.755e-4,15.708,179.999,1.732,0.566,45,-2e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.171e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776,13.605,988.081,339.544,0.5,0.434
32.843,210.776,-4.21,-0.171,4.21,0.62,-16.481,1.755e-4,16.481,179.999,1.981,0.596,45,-2.099e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.988,13.619,988.326,339.552,0.417,0.434
33.281,208.947,-4.144,0.151,4.144,0.335,-17.32,1.755e-4,17.32,179.999,1.85,0.299,45,-2.206e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.854,13.63,988.529,339.559,0.438,0.434
